,SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN
58,20MICRONS,EQ,36.4,36.55,35.75,35.9,36.2,36.55,53842,1938918.75,2017-02-23,305,INE144J01027
59,20MICRONS,EQ,51.95,54.7,50.1,52.05,52.3,52.1,632798,33202946.55,2017-11-23,4753,INE144J01027
60,20MICRONS,EQ,39.4,39.9,38.2,38.35,38.25,39.0,41131,1585478.1,2017-06-23,203,INE144J01027
61,20MICRONS,EQ,43.6,45.6,42.65,43.7,43.5,43.0,119735,5319945.85,2017-05-04,855,INE144J01027
62,20MICRONS,EQ,43.6,43.6,42.5,42.65,42.7,43.0,48737,2088075.65,2017-05-11,340,INE144J01027
63,20MICRONS,EQ,37.85,38.8,37.5,37.75,37.6,38.25,23551,895612.6,2017-09-08,229,INE144J01027
64,20MICRONS,EQ,38.2,39.3,37.7,38.65,38.7,37.3,88564,3430424.15,2017-09-15,669,INE144J01027
65,20MICRONS,EQ,40.9,41.95,40.05,40.1,40.1,40.55,48066,1959760.8,2017-05-19,400,INE144J01027
66,20MICRONS,EQ,41.65,42.1,39.8,40.3,40.5,41.45,248164,10224326.95,2017-01-20,1485,INE144J01027
67,20MICRONS,EQ,34.6,35.2,34.2,34.4,34.4,34.15,28657,986906.65,2017-03-23,148,INE144J01027
68,20MICRONS,EQ,38.3,38.85,37.7,38.0,38.0,37.85,50183,1913929.7,2017-07-03,250,INE144J01027
69,20MICRONS,EQ,36.9,37.0,35.75,35.8,36.0,36.75,59820,2155979.65,2017-08-08,412,INE144J01027
70,20MICRONS,EQ,39.9,40.5,39.8,40.0,40.0,39.85,54825,2193241.6,2017-07-19,209,INE144J01027
71,20MICRONS,EQ,52.15,53.45,51.35,51.9,52.0,52.05,194310,10156060.85,2017-11-24,1547,INE144J01027
72,20MICRONS,EQ,59.3,61.9,58.05,59.95,59.8,58.85,436933,26421940.25,2017-12-21,2562,INE144J01027
73,20MICRONS,EQ,37.5,37.5,36.3,36.75,36.6,36.7,26569,974510.95,2017-08-07,232,INE144J01027
74,20MICRONS,EQ,43.8,49.4,43.8,47.0,47.15,43.8,1078221,51086147.3,2017-04-24,5663,INE144J01027
75,20MICRONS,EQ,41.3,42.3,41.1,41.7,41.85,41.7,34221,1424982.85,2017-05-16,354,INE144J01027
76,20MICRONS,EQ,43.8,43.8,42.9,43.0,42.95,43.25,64815,2802770.9,2017-05-03,398,INE144J01027
77,20MICRONS,EQ,35.7,35.7,34.7,35.0,35.0,34.8,30074,1054553.65,2017-03-31,197,INE144J01027
78,20MICRONS,EQ,34.7,36.0,34.0,35.15,35.15,34.4,67340,2360817.95,2017-03-24,344,INE144J01027
79,20MICRONS,EQ,40.3,41.4,39.9,40.2,40.2,40.25,152739,6189407.55,2017-01-27,979,INE144J01027
80,20MICRONS,EQ,39.0,39.6,38.1,38.25,38.1,38.5,38035,1464561.5,2017-09-07,219,INE144J01027
81,20MICRONS,EQ,38.3,39.4,38.3,38.5,38.45,38.05,29735,1154475.1,2017-09-12,236,INE144J01027
82,20MICRONS,EQ,47.0,54.55,45.3,52.55,52.2,45.9,1951557,98839724.65,2017-10-26,9914,INE144J01027
83,20MICRONS,EQ,38.75,38.75,37.8,38.5,38.6,38.0,21754,835085.6,2017-07-04,145,INE144J01027
84,20MICRONS,EQ,41.0,44.8,39.65,42.35,42.4,40.75,692253,30074470.65,2017-07-11,3843,INE144J01027
85,20MICRONS,EQ,38.65,38.8,37.4,37.55,37.6,38.5,24758,940543.2,2017-09-13,269,INE144J01027
86,20MICRONS,EQ,38.0,39.0,37.6,38.5,38.8,38.75,30659,1177642.2,2017-09-06,211,INE144J01027
87,20MICRONS,EQ,34.65,35.35,34.65,34.8,34.75,34.8,24653,862871.2,2017-03-30,142,INE144J01027
88,20MICRONS,EQ,40.3,41.2,39.2,40.75,40.6,39.05,22313,906211.0,2017-07-10,128,INE144J01027
89,20MICRONS,EQ,40.0,40.0,37.2,39.0,39.0,38.5,61653,2400185.25,2017-07-05,341,INE144J01027
90,20MICRONS,EQ,53.5,56.8,50.3,50.8,51.45,52.55,1169267,63004897.5,2017-10-27,7051,INE144J01027
91,20MICRONS,EQ,59.9,61.8,59.0,59.6,59.6,59.75,190557,11466110.9,2017-12-28,1543,INE144J01027
92,20MICRONS,EQ,56.95,60.85,56.05,58.85,58.9,56.8,536063,31637654.75,2017-12-20,3322,INE144J01027
93,20MICRONS,EQ,38.7,38.7,37.5,37.85,37.5,38.05,19037,727069.6,2017-06-30,184,INE144J01027
94,20MICRONS,EQ,59.45,59.45,57.45,58.3,58.3,59.6,300002,17508560.05,2017-11-30,1995,INE144J01027
95,20MICRONS,EQ,39.75,41.35,39.45,39.85,39.9,39.7,77457,3129837.25,2017-07-18,522,INE144J01027
96,20MICRONS,EQ,44.0,45.0,43.0,43.25,43.45,43.9,93115,4093045.5,2017-05-02,509,INE144J01027
97,20MICRONS,EQ,41.4,43.0,40.2,40.4,40.4,41.7,102596,4238060.8,2017-05-17,654,INE144J01027
98,20MICRONS,EQ,47.2,48.0,45.6,46.2,46.3,47.0,251727,11746040.65,2017-04-25,1453,INE144J01027
99,20MICRONS,EQ,34.4,34.75,34.05,34.15,34.3,34.65,51479,1764855.5,2017-03-22,276,INE144J01027
100,20MICRONS,EQ,40.0,41.5,40.0,40.55,40.4,40.4,65370,2651044.75,2017-05-18,423,INE144J01027
101,20MICRONS,EQ,37.8,39.75,37.4,39.15,39.1,37.45,73499,2859610.55,2017-09-01,505,INE144J01027
102,20MICRONS,EQ,38.1,38.1,37.1,37.3,37.65,37.55,21125,793234.05,2017-09-14,228,INE144J01027
103,20MICRONS,EQ,36.4,36.4,35.4,36.0,36.0,35.8,32370,1159628.2,2017-08-09,234,INE144J01027
104,20MICRONS,EQ,40.5,40.6,39.5,39.7,39.5,39.75,97933,3906777.7,2017-07-17,232,INE144J01027
105,20MICRONS,EQ,52.95,59.4,50.55,52.1,51.9,52.2,2699921,148882878.1,2017-11-22,17244,INE144J01027
106,20MICRONS,EQ,39.1,39.25,38.5,39.0,39.1,39.25,16643,650288.4,2017-06-22,108,INE144J01027
107,20MICRONS,EQ,36.4,37.05,36.2,36.55,36.45,36.65,63675,2338166.85,2017-02-22,301,INE144J01027
108,20MICRONS,EQ,63.0,63.5,59.25,59.75,59.8,62.7,425550,26036370.2,2017-12-27,2392,INE144J01027
109,20MICRONS,EQ,37.85,37.85,34.1,34.6,34.45,33.85,42264,1481771.15,2017-08-14,192,INE144J01027
110,20MICRONS,EQ,38.95,40.0,38.4,38.5,38.55,38.55,37744,1460387.65,2017-08-01,184,INE144J01027
111,20MICRONS,EQ,43.2,43.8,42.5,43.0,43.4,42.85,41165,1774858.8,2017-05-10,343,INE144J01027
112,20MICRONS,EQ,43.8,43.8,42.05,42.2,42.3,43.7,106732,4552933.4,2017-05-05,684,INE144J01027
113,20MICRONS,EQ,36.4,36.75,35.9,36.0,36.0,36.7,70179,2535566.4,2017-03-03,305,INE144J01027
114,20MICRONS,EQ,35.65,36.0,35.5,35.9,36.0,35.65,65785,2346045.85,2017-03-16,337,INE144J01027
115,20MICRONS,EQ,42.0,43.55,41.5,41.8,41.6,41.5,153040,6520478.95,2017-09-20,1032,INE144J01027
116,20MICRONS,EQ,34.4,34.45,33.85,34.25,34.45,34.0,20015,685114.1,2017-08-28,185,INE144J01027
117,20MICRONS,EQ,43.95,45.4,42.5,42.65,42.65,43.8,159015,6977035.3,2017-10-09,825,INE144J01027
118,20MICRONS,EQ,54.45,55.0,53.1,53.6,53.55,54.55,172668,9388203.95,2017-12-06,1336,INE144J01027
119,20MICRONS,EQ,53.9,58.9,53.0,55.65,55.4,54.1,412905,23291333.55,2017-12-13,3739,INE144J01027
120,20MICRONS,EQ,48.85,50.25,48.5,48.6,48.85,50.15,150953,7392071.6,2017-11-03,1035,INE144J01027
121,20MICRONS,EQ,49.25,50.8,49.25,49.9,50.1,49.1,125047,6272430.9,2017-11-16,724,INE144J01027
122,20MICRONS,EQ,39.6,40.5,38.65,39.15,38.9,40.0,65494,2588211.5,2017-06-16,456,INE144J01027
123,20MICRONS,EQ,36.9,36.9,35.9,36.6,36.5,36.05,28489,1038133.5,2017-02-16,204,INE144J01027
124,20MICRONS,EQ,41.55,41.75,39.2,40.5,40.2,40.35,128152,5212183.35,2017-02-03,846,INE144J01027
125,20MICRONS,EQ,35.2,38.0,34.75,37.65,37.95,35.0,153831,5695928.1,2017-04-03,748,INE144J01027
126,20MICRONS,EQ,36.6,38.45,36.6,37.45,37.15,37.25,60916,2285757.7,2017-09-28,363,INE144J01027
127,20MICRONS,EQ,39.2,39.95,38.0,38.45,38.4,39.7,57709,2258850.1,2017-05-24,459,INE144J01027
128,20MICRONS,EQ,36.4,37.8,36.05,37.25,37.2,36.45,40783,1516429.15,2017-05-31,319,INE144J01027
129,20MICRONS,EQ,38.25,39.8,37.1,37.25,37.4,38.75,91841,3504750.5,2017-09-27,664,INE144J01027
130,20MICRONS,EQ,43.5,43.75,42.5,42.95,43.25,43.3,130694,5632036.55,2017-04-19,798,INE144J01027
131,20MICRONS,EQ,37.5,38.1,35.8,36.15,36.25,37.25,69760,2553251.65,2017-01-12,953,INE144J01027
132,20MICRONS,EQ,44.2,45.25,42.7,43.8,44.0,43.3,258650,11467591.65,2017-10-06,1611,INE144J01027
133,20MICRONS,EQ,41.8,42.25,40.1,40.8,40.3,41.25,57168,2363140.25,2017-10-13,383,INE144J01027
134,20MICRONS,EQ,39.2,40.2,38.65,39.1,39.05,39.15,38282,1497611.55,2017-06-19,279,INE144J01027
135,20MICRONS,EQ,39.7,40.0,38.75,39.1,39.0,39.7,60438,2370483.15,2017-07-24,339,INE144J01027
136,20MICRONS,EQ,39.25,39.4,38.4,38.55,38.7,38.9,58814,2270896.45,2017-07-31,330,INE144J01027
137,20MICRONS,EQ,56.0,56.5,54.0,54.45,54.2,55.65,145890,8007162.25,2017-12-14,1336,INE144J01027
138,20MICRONS,EQ,59.0,61.75,57.0,57.7,58.0,58.3,341033,20320653.6,2017-12-01,2506,INE144J01027
139,20MICRONS,EQ,40.2,40.3,38.5,39.7,39.55,40.05,58927,2322940.55,2017-05-23,375,INE144J01027
140,20MICRONS,EQ,40.3,40.5,38.9,40.15,40.3,39.5,130722,5190843.3,2017-04-11,549,INE144J01027
141,20MICRONS,EQ,55.9,58.5,55.1,56.5,56.15,54.45,204240,11592736.45,2017-12-15,1475,INE144J01027
142,20MICRONS,EQ,38.95,39.5,38.1,38.2,38.2,38.4,23924,927953.7,2017-06-05,203,INE144J01027
143,20MICRONS,EQ,46.25,51.3,46.15,48.05,48.0,46.65,200758,9834140.7,2017-11-10,1518,INE144J01027
144,20MICRONS,EQ,39.0,39.0,37.1,38.0,38.2,39.25,159597,6051827.7,2017-02-10,1010,INE144J01027
145,20MICRONS,EQ,40.85,41.0,39.2,39.5,39.4,40.45,75535,2998083.65,2017-04-10,349,INE144J01027
146,20MICRONS,EQ,38.3,39.7,38.0,39.0,39.0,37.65,143253,5577091.0,2017-04-05,868,INE144J01027
147,20MICRONS,EQ,39.5,41.25,39.5,40.05,40.0,40.1,39623,1599070.1,2017-05-22,268,INE144J01027
148,20MICRONS,EQ,36.85,36.85,35.55,35.75,35.7,36.05,53423,1916318.85,2017-03-10,185,INE144J01027
149,20MICRONS,EQ,36.5,37.0,35.0,36.25,37.0,36.15,74227,2655919.0,2017-01-13,522,INE144J01027
150,20MICRONS,EQ,36.2,36.2,34.1,34.45,34.7,35.55,36359,1269375.4,2017-01-06,232,INE144J01027
151,20MICRONS,EQ,39.0,39.7,38.1,38.75,38.85,38.75,63596,2476963.55,2017-09-26,381,INE144J01027
152,20MICRONS,EQ,45.0,45.9,42.9,43.3,43.5,44.65,323559,14347056.65,2017-04-18,1877,INE144J01027
153,20MICRONS,EQ,39.25,39.8,39.0,39.0,39.0,39.1,36545,1430328.5,2017-07-25,245,INE144J01027
154,20MICRONS,EQ,56.4,57.0,54.1,54.65,54.45,55.9,196209,10897689.8,2017-12-08,1847,INE144J01027
155,20MICRONS,EQ,41.25,41.95,41.05,41.25,41.15,40.85,55147,2287620.8,2017-10-12,371,INE144J01027
156,20MICRONS,EQ,40.7,41.25,39.5,40.35,40.1,39.7,78213,3168389.6,2017-02-02,776,INE144J01027
157,20MICRONS,EQ,36.8,37.95,36.05,36.75,36.85,36.6,43004,1579104.85,2017-02-17,461,INE144J01027
158,20MICRONS,EQ,50.5,51.2,49.2,49.55,49.45,49.9,103411,5174142.3,2017-11-17,640,INE144J01027
159,20MICRONS,EQ,51.7,52.1,49.75,50.15,49.9,51.35,118258,5990378.55,2017-11-02,878,INE144J01027
160,20MICRONS,EQ,38.75,38.75,38.0,38.4,38.7,38.15,24553,939806.4,2017-06-02,160,INE144J01027
161,20MICRONS,EQ,55.0,55.4,53.7,54.1,54.0,54.9,58811,3200139.7,2017-12-12,595,INE144J01027
162,20MICRONS,EQ,53.05,57.95,53.05,55.9,55.75,53.6,342836,19160794.95,2017-12-07,3208,INE144J01027
163,20MICRONS,EQ,34.3,34.85,33.8,33.9,34.1,34.3,22543,770929.05,2017-08-21,242,INE144J01027
164,20MICRONS,EQ,36.7,37.75,36.3,36.45,36.6,37.3,26736,983720.7,2017-05-30,277,INE144J01027
165,20MICRONS,EQ,38.55,40.0,37.1,39.25,39.2,38.45,74187,2899103.05,2017-05-25,367,INE144J01027
166,20MICRONS,EQ,34.8,35.7,31.3,33.7,33.6,34.45,74016,2483814.7,2017-01-09,408,INE144J01027
167,20MICRONS,EQ,47.9,48.7,42.5,44.65,44.55,47.5,1165774,52995775.85,2017-04-17,6009,INE144J01027
168,20MICRONS,EQ,37.9,44.0,37.5,41.7,41.95,37.45,834826,35341055.2,2017-09-29,5128,INE144J01027
169,20MICRONS,EQ,42.4,44.9,39.75,42.8,43.0,41.8,192727,8260521.25,2017-09-21,1583,INE144J01027
170,20MICRONS,EQ,36.75,36.75,35.15,35.4,35.4,35.9,47811,1699706.75,2017-03-17,256,INE144J01027
171,20MICRONS,EQ,38.3,38.4,36.6,36.7,36.9,37.9,36854,1372723.25,2017-03-02,287,INE144J01027
172,20MICRONS,EQ,34.4,36.7,34.25,35.65,36.0,34.25,108362,3885271.9,2017-08-29,795,INE144J01027
173,20MICRONS,EQ,36.65,36.65,36.2,36.45,36.5,36.5,42490,1546212.7,2017-03-08,113,INE144J01027
174,20MICRONS,EQ,55.65,55.65,53.65,54.55,54.75,55.8,192616,10485328.65,2017-12-05,1512,INE144J01027
175,20MICRONS,EQ,34.7,35.0,33.6,33.7,33.9,33.75,21663,734299.7,2017-08-23,210,INE144J01027
176,20MICRONS,EQ,38.9,39.5,38.35,38.9,38.65,38.65,191713,7478493.4,2017-07-28,209,INE144J01027
177,20MICRONS,EQ,41.15,41.15,39.5,40.0,40.4,39.75,19869,796207.9,2017-06-15,224,INE144J01027
178,20MICRONS,EQ,50.9,51.95,48.25,49.1,48.75,50.5,212277,10634457.2,2017-11-15,1675,INE144J01027
179,20MICRONS,EQ,36.55,37.8,35.75,36.05,36.1,37.35,113210,4123414.2,2017-02-15,422,INE144J01027
180,20MICRONS,EQ,41.25,43.6,40.55,41.7,41.6,40.95,699501,29464837.55,2017-02-08,3328,INE144J01027
181,20MICRONS,EQ,38.7,39.3,38.05,38.75,38.05,38.35,28748,1119862.95,2017-06-08,213,INE144J01027
182,20MICRONS,EQ,48.0,48.0,45.5,45.85,46.2,47.35,111817,5215452.35,2017-11-08,831,INE144J01027
183,20MICRONS,EQ,40.45,40.45,39.6,39.8,39.85,40.0,34412,1371621.4,2017-07-20,252,INE144J01027
184,20MICRONS,EQ,56.25,57.75,52.5,55.65,55.7,56.5,243941,13623521.7,2017-12-18,1923,INE144J01027
185,20MICRONS,EQ,41.0,41.35,39.25,39.8,39.5,40.5,79873,3223733.65,2017-10-17,644,INE144J01027
186,20MICRONS,EQ,35.8,36.3,35.5,35.65,35.6,35.75,44483,1585666.3,2017-03-15,322,INE144J01027
187,20MICRONS,EQ,34.5,34.9,33.7,33.95,33.9,33.85,61513,2107572.85,2017-01-03,307,INE144J01027
188,20MICRONS,EQ,37.95,41.6,37.5,40.2,39.75,36.25,824259,32904512.8,2017-01-16,5226,INE144J01027
189,20MICRONS,EQ,40.95,42.85,40.9,41.45,41.45,40.65,434665,18176817.8,2017-01-19,2046,INE144J01027
190,20MICRONS,EQ,40.15,40.65,39.1,39.6,39.5,40.15,68025,2705288.9,2017-04-12,385,INE144J01027
191,20MICRONS,EQ,40.35,42.5,39.25,40.45,40.65,40.25,327072,13490483.3,2017-04-07,1354,INE144J01027
192,20MICRONS,EQ,41.4,41.75,40.75,40.95,40.8,41.4,74624,3072059.5,2017-02-07,518,INE144J01027
193,20MICRONS,EQ,49.0,50.75,46.2,47.35,47.55,49.0,186565,8975857.15,2017-11-07,1316,INE144J01027
194,20MICRONS,EQ,38.7,39.15,38.25,38.35,38.7,38.4,18121,701751.6,2017-06-07,143,INE144J01027
195,20MICRONS,EQ,38.05,42.5,38.05,41.25,41.5,38.9,305366,12708041.2,2017-06-12,2129,INE144J01027
196,20MICRONS,EQ,34.7,34.7,33.9,34.0,34.2,33.7,15592,532530.3,2017-08-24,158,INE144J01027
197,20MICRONS,EQ,36.85,37.7,36.0,37.45,37.3,36.8,31422,1162644.0,2017-08-31,294,INE144J01027
198,20MICRONS,EQ,40.4,41.4,39.35,41.0,41.0,39.8,55039,2228396.1,2017-10-18,429,INE144J01027
199,20MICRONS,EQ,42.3,44.85,42.3,42.95,42.9,42.65,91510,3981145.7,2017-10-10,733,INE144J01027
200,20MICRONS,EQ,42.35,44.8,41.65,43.3,43.2,42.15,112869,4913964.9,2017-10-05,964,INE144J01027
201,20MICRONS,EQ,41.8,41.8,38.5,38.65,38.7,39.85,79272,3126466.1,2017-07-27,401,INE144J01027
202,20MICRONS,EQ,34.75,38.5,34.2,37.25,37.3,34.3,336220,12522234.4,2017-01-11,2208,INE144J01027
203,20MICRONS,EQ,34.7,35.5,34.2,34.7,34.7,33.95,56908,1980723.95,2017-01-04,186,INE144J01027
204,20MICRONS,EQ,36.8,36.8,36.1,36.5,36.55,36.45,31955,1164362.9,2017-03-07,134,INE144J01027
205,20MICRONS,EQ,39.1,41.25,38.4,39.85,39.8,39.0,46705,1864573.8,2017-07-26,401,INE144J01027
206,20MICRONS,EQ,44.2,44.6,42.0,42.15,42.35,44.0,172393,7388573.25,2017-10-04,1095,INE144J01027
207,20MICRONS,EQ,43.5,43.5,40.7,40.85,40.7,42.95,119635,4987929.3,2017-10-11,693,INE144J01027
208,20MICRONS,EQ,35.4,35.8,34.5,35.55,35.5,34.7,23761,837690.1,2017-01-05,187,INE144J01027
209,20MICRONS,EQ,34.0,34.55,33.1,34.3,34.2,33.7,32638,1111919.35,2017-01-10,246,INE144J01027
210,20MICRONS,EQ,36.3,36.85,36.0,36.45,36.15,36.0,37322,1361829.65,2017-03-06,188,INE144J01027
211,20MICRONS,EQ,38.3,38.8,37.05,37.3,37.2,38.3,39108,1471430.1,2017-05-29,268,INE144J01027
212,20MICRONS,EQ,40.35,40.35,38.2,38.75,38.65,40.1,77080,2988412.65,2017-09-25,466,INE144J01027
213,20MICRONS,EQ,39.6,40.55,38.75,40.25,40.5,39.0,292100,11654720.75,2017-04-06,1209,INE144J01027
214,20MICRONS,EQ,40.35,47.5,39.15,47.5,47.5,39.6,2197427,101154656.0,2017-04-13,7881,INE144J01027
215,20MICRONS,EQ,41.55,43.2,40.0,40.65,40.3,41.45,770554,31696211.3,2017-01-18,3913,INE144J01027
216,20MICRONS,EQ,40.8,41.5,40.3,41.35,41.0,41.0,27516,1128073.35,2017-10-19,200,INE144J01027
217,20MICRONS,EQ,36.2,37.05,35.7,36.8,37.05,35.65,64096,2339002.95,2017-08-30,308,INE144J01027
218,20MICRONS,EQ,48.9,51.4,48.3,49.2,49.95,48.05,219937,10973396.55,2017-11-13,1969,INE144J01027
219,20MICRONS,EQ,50.95,50.95,48.0,49.0,48.75,48.6,121271,5952616.6,2017-11-06,847,INE144J01027
220,20MICRONS,EQ,41.55,41.55,40.2,40.25,40.4,41.25,41149,1666797.25,2017-06-13,443,INE144J01027
221,20MICRONS,EQ,38.9,39.5,38.2,38.4,38.45,38.2,21767,844957.25,2017-06-06,212,INE144J01027
